Time elapsed was 115ns or 0.000000115s,115
Time elapsed was 119ns or 0.000000119s,119
Time elapsed was 119ns or 0.000000119s,119
Time elapsed was 182ns or 0.000000182s,182
Time elapsed was 111ns or 0.000000111s,111
Time elapsed was 108ns or 0.000000108s,108
Time elapsed was 127ns or 0.000000127s,127
Time elapsed was 122ns or 0.000000122s,122
Time elapsed was 126ns or 0.000000126s,126
Time elapsed was 138ns or 0.000000138s,138
,
Total time in nanoseconds,1267
Mean time in nanoseconds,126.7
